bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
"41-42,5",FIXE PAR SATELLITE (espace vers Terre),,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",MOBILE TERRESTRE,5.550B,"La bande de fréquences 37-43,5 GHz, ou des parties de cette bande, est identifiée pour pouvoir être utilisée par les administrations souhaitant mettre en œuvre la composante de Terre des Télécommunications mobiles internationales (IMT). Cette identification n'exclut pas l'utilisation de cette bande de fréquences par toute application des services auxquels elle est attribuée et n'établit pas de priorité dans le Règlement des radiocommunications. En raison du déploiement possible de stations terriennes du SFS dans la gamme de fréquences 37,5-42,5 GHz et de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes de fréquences 39,5-40 GHz en Région 1, 40-40,5 GHz dans toutes les Régions et 40,5-42 GHz en Région 2 (voir le numéro 5.516B), les administrations devraient également tenir compte des contraintes qui pourraient être imposées aux IMT dans ces bandes de fréquences, le cas échéant. La Résolution 243 (CMR-19) s'applique. (CMR-19)",5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",MOBILE TERRESTRE,,,5.551H,"La puissance surfacique équivalente (epfd) produite dans la bande de fréquences 42,543,5 GHz par toutes les stations spatiales d'un système à satellites non géostationnaires du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite (espace vers Terre), fonctionnant dans la bande de fréquences 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie pendant plus de 2% du temps: –230 dB(W/m2) dans 1 GHz et –246 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme radiotélescope monoparabole; et –209 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme station d'interférométrie à très grande base. Ces valeurs d'epfd doivent être évaluées à l'aide de la méthode indiquée dans la Recommandation UIT-R S.1586-1 ainsi que du diagramme d'antenne de référence et du gain d'antenne maximal du service de radioastronomie donnés dans la Recommandation UIT-R RA.1631-0 et s'appliquent sur l'ensemble du ciel et pour les angles d'élévation supérieurs à l'angle d'exploitation minimum qmin du radiotélescope (pour lequel une valeur par défaut de 5° devrait être adoptée en l'absence de renseignements notifiés).","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",MOBILE TERRESTRE,,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION,,,5.551H,"La puissance surfacique équivalente (epfd) produite dans la bande de fréquences 42,543,5 GHz par toutes les stations spatiales d'un système à satellites non géostationnaires du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite (espace vers Terre), fonctionnant dans la bande de fréquences 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie pendant plus de 2% du temps: –230 dB(W/m2) dans 1 GHz et –246 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme radiotélescope monoparabole; et –209 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme station d'interférométrie à très grande base. Ces valeurs d'epfd doivent être évaluées à l'aide de la méthode indiquée dans la Recommandation UIT-R S.1586-1 ainsi que du diagramme d'antenne de référence et du gain d'antenne maximal du service de radioastronomie donnés dans la Recommandation UIT-R RA.1631-0 et s'appliquent sur l'ensemble du ciel et pour les angles d'élévation supérieurs à l'angle d'exploitation minimum qmin du radiotélescope (pour lequel une valeur par défaut de 5° devrait être adoptée en l'absence de renseignements notifiés).","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION,,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION PAR SATELLITE,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION PAR SATELLITE,,,5.551H,"La puissance surfacique équivalente (epfd) produite dans la bande de fréquences 42,543,5 GHz par toutes les stations spatiales d'un système à satellites non géostationnaires du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite (espace vers Terre), fonctionnant dans la bande de fréquences 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie pendant plus de 2% du temps: –230 dB(W/m2) dans 1 GHz et –246 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme radiotélescope monoparabole; et –209 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme station d'interférométrie à très grande base. Ces valeurs d'epfd doivent être évaluées à l'aide de la méthode indiquée dans la Recommandation UIT-R S.1586-1 ainsi que du diagramme d'antenne de référence et du gain d'antenne maximal du service de radioastronomie donnés dans la Recommandation UIT-R RA.1631-0 et s'appliquent sur l'ensemble du ciel et pour les angles d'élévation supérieurs à l'angle d'exploitation minimum qmin du radiotélescope (pour lequel une valeur par défaut de 5° devrait être adoptée en l'absence de renseignements notifiés).","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",RADIODIFFUSION PAR SATELLITE,,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile aéronautique,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile aéronautique,,,5.551H,"La puissance surfacique équivalente (epfd) produite dans la bande de fréquences 42,543,5 GHz par toutes les stations spatiales d'un système à satellites non géostationnaires du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite (espace vers Terre), fonctionnant dans la bande de fréquences 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie pendant plus de 2% du temps: –230 dB(W/m2) dans 1 GHz et –246 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme radiotélescope monoparabole; et –209 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme station d'interférométrie à très grande base. Ces valeurs d'epfd doivent être évaluées à l'aide de la méthode indiquée dans la Recommandation UIT-R S.1586-1 ainsi que du diagramme d'antenne de référence et du gain d'antenne maximal du service de radioastronomie donnés dans la Recommandation UIT-R RA.1631-0 et s'appliquent sur l'ensemble du ciel et pour les angles d'élévation supérieurs à l'angle d'exploitation minimum qmin du radiotélescope (pour lequel une valeur par défaut de 5° devrait être adoptée en l'absence de renseignements notifiés).","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile aéronautique,,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile maritime,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile maritime,,,5.551H,"La puissance surfacique équivalente (epfd) produite dans la bande de fréquences 42,543,5 GHz par toutes les stations spatiales d'un système à satellites non géostationnaires du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite (espace vers Terre), fonctionnant dans la bande de fréquences 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie pendant plus de 2% du temps: –230 dB(W/m2) dans 1 GHz et –246 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme radiotélescope monoparabole; et –209 dB(W/m2) dans une portion quelconque de 500 kHz de la bande de fréquences 42,5-43,5 GHz sur le site de toute station de radioastronomie inscrite comme station d'interférométrie à très grande base. Ces valeurs d'epfd doivent être évaluées à l'aide de la méthode indiquée dans la Recommandation UIT-R S.1586-1 ainsi que du diagramme d'antenne de référence et du gain d'antenne maximal du service de radioastronomie donnés dans la Recommandation UIT-R RA.1631-0 et s'appliquent sur l'ensemble du ciel et pour les angles d'élévation supérieurs à l'angle d'exploitation minimum qmin du radiotélescope (pour lequel une valeur par défaut de 5° devrait être adoptée en l'absence de renseignements notifiés).","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"41-42,5",Mobile maritime,,,5.551I,"La puissance surfacique produite dans la bande 42,5-43,5 GHz par toute station spatiale géostationnaire du service fixe par satellite (espace vers Terre) ou du service de radiodiffusion par satellite, fonctionnant dans la bande 42-42,5 GHz, ne doit pas dépasser les valeurs suivantes sur le site de toute station de radioastronomie :","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",FIXE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,"Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",FIXE,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",FIXE PAR SATELLITE (Terre vers espace),5.552,"La partie du spectre attribuée dans les bandes 42,5-43,5 GHz et 47,2-50,2 GHz au service fixe par satellite pour des transmissions dans le sens Terre vers espace est plus large que celle attribuée dans la bande 37,5-39,5 GHz, aux émissions dans le sens espace vers Terre. Ceci permet de placer les liaisons de connexion pour les satellites de radiodiffusion. Les administrations sont instamment priées de prendre toutes les mesures pratiquement réalisables pour réserver la bande 47,2-49,2 GHz aux liaisons de connexion pour le service de radiodiffusion par satellite fonctionnant dans la bande 40,5-42,5 GHz.",5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,"Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",FIXE PAR SATELLITE (Terre vers espace),,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",MOBILE sauf mobile aéronautique,5.550B,"La bande de fréquences 37-43,5 GHz, ou des parties de cette bande, est identifiée pour pouvoir être utilisée par les administrations souhaitant mettre en œuvre la composante de Terre des Télécommunications mobiles internationales (IMT). Cette identification n'exclut pas l'utilisation de cette bande de fréquences par toute application des services auxquels elle est attribuée et n'établit pas de priorité dans le Règlement des radiocommunications. En raison du déploiement possible de stations terriennes du SFS dans la gamme de fréquences 37,5-42,5 GHz et de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes de fréquences 39,5-40 GHz en Région 1, 40-40,5 GHz dans toutes les Régions et 40,5-42 GHz en Région 2 (voir le numéro 5.516B), les administrations devraient également tenir compte des contraintes qui pourraient être imposées aux IMT dans ces bandes de fréquences, le cas échéant. La Résolution 243 (CMR-19) s'applique. (CMR-19)",5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,"Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",MOBILE sauf mobile aéronautique,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",RADIOASTRONOMIE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,"Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"42,5-43,5",RADIOASTRONOMIE,,,5.547,"Les bandes 31,8-33,4 GHz, 37-40 GHz, 40,5-43,5 GHz, 51,4-52,6 GHz, 55,78-59 GHz et 64-66 GHz sont disponibles pour les applications à haute densité du service fixe (voir la Résolution 75 (CMR-2000). Les administrations devraient prendre en considération ce qui précède lorsqu'elles examinent les dispositions réglementaires applicables à ces bandes. Compte tenu de la mise en place possible d'applications à haute densité du service fixe par satellite dans les bandes 39,5-40 GHz et 40,5-42 GHz (voir le numéro 5.516B), les administrations devraient, en outre, prendre en considération les contraintes éventuelles imposées aux applications à haute densité du service fixe, selon qu'il convient. (CMR-07)","Systèmes hertziens fixes point à point de grande, moyenne ou faible capacité dans la bande des 42 GHz (40,5-43,5 GHz), Cf Rec. UIT-R F.2005. Identifiée pour les IMT (Cf. no 5.550B du RR)."
"43,5-47",MOBILE,5.553,"Dans les bandes 43,5-47 GHz et 66-71 GHz, les stations du service mobile terrestre peuvent fonctionner sous réserve de ne pas causer de brouillages préjudiciables aux services de radiocommunication spatiale auxquels ces bandes sont attribuées (voir le numéro 5.43). (CMR-2000)",5.554,"Dans les bandes 43,5-47 GHz, 66-71 GHz, 95-100 GHz, 123-130 GHz, 191,8-200 GHz et 252- 265 GHz, les liaisons par satellite entre des stations terrestres situées en des points fixes spécifiés sont, de plus, autorisées lorsque ces liaisons fonctionnent dans le cadre du service mobile par satellite ou du service de radionavigation par satellite. (CMR-2000)",Identifiée pour les IMT (Cf. no 5.553A du RR).
"43,5-47",MOBILE,5.553A,"Dans les pays suivants: Algérie, Angola, Bahreïn, Bélarus, Bénin, Botswana, Brésil, Burkina Faso, Cabo Verde, Corée (Rép. de), Côte d'Ivoire, Croatie, Émirats arabes unis, Estonie, Eswatini, Gabon, Gambie, Ghana, Grèce, Guinée, Guinée-Bissau, Hongrie, Iran (Rép. islamique d'), Iraq, Jordanie, Koweït, Lesotho, Lettonie, Libéria, Lituanie, Madagascar, Malawi, Mali, Maroc, Maurice, Mauritanie, Mozambique, Namibie, Niger, Nigéria, Oman, Qatar, Sénégal, Seychelles, Sierra Leone, Slovénie, Soudan, Sudafricaine (Rép.), Suède, Tanzanie, Togo, Tunisie, Zambie et Zimbabwe, la bande de fréquences 45,5-47 GHz est identifiée pour pouvoir être utilisée par les administrations souhaitant mettre en oeuvre la composante de Terre des Télécommunications mobiles internationales (IMT), compte tenu du numéro 5.553. En ce qui concerne le service mobile aéronautique et le service de radionavigation, l'utilisation de cette bande de fréquences pour la mise en oeuvre des IMT est assujettie à l'accord obtenu au titre du numéro 9.21 avec les administrations concernées, et ne doit pas causer de brouillage préjudiciable à ces services, ni demander à être protégée vis-à-vis de ces services. Cette identification n'exclut pas l'utilisation de cette bande de fréquences par toute application des services auxquels elle est attribuée et n'établit pas de priorité dans le Règlement des radiocommunications. La Résolution 244 (CMR-19) s'applique. (CMR-19)",,,Identifiée pour les IMT (Cf. no 5.553A du RR).
"43,5-47",MOBILE PAR SATELLITE,,,5.554,"Dans les bandes 43,5-47 GHz, 66-71 GHz, 95-100 GHz, 123-130 GHz, 191,8-200 GHz et 252- 265 GHz, les liaisons par satellite entre des stations terrestres situées en des points fixes spécifiés sont, de plus, autorisées lorsque ces liaisons fonctionnent dans le cadre du service mobile par satellite ou du service de radionavigation par satellite. (CMR-2000)",Identifiée pour les IMT (Cf. no 5.553A du RR).
"43,5-47",RADIONAVIGATION,,,5.554,"Dans les bandes 43,5-47 GHz, 66-71 GHz, 95-100 GHz, 123-130 GHz, 191,8-200 GHz et 252- 265 GHz, les liaisons par satellite entre des stations terrestres situées en des points fixes spécifiés sont, de plus, autorisées lorsque ces liaisons fonctionnent dans le cadre du service mobile par satellite ou du service de radionavigation par satellite. (CMR-2000)",Identifiée pour les IMT (Cf. no 5.553A du RR).
"43,5-47",RADIONAVIGATION PAR SATELLITE,,,5.554,"Dans les bandes 43,5-47 GHz, 66-71 GHz, 95-100 GHz, 123-130 GHz, 191,8-200 GHz et 252- 265 GHz, les liaisons par satellite entre des stations terrestres situées en des points fixes spécifiés sont, de plus, autorisées lorsque ces liaisons fonctionnent dans le cadre du service mobile par satellite ou du service de radionavigation par satellite. (CMR-2000)",Identifiée pour les IMT (Cf. no 5.553A du RR).
"47,2-47,5",FIXE,,,5.552A,"L'attribution au service fixe dans les bandes de fréquences 47,2-47,5 GHz et 47,9-48,2 GHz est identifiée en vue d'être utilisée par les stations placées sur des plates-formes à haute altitude (HAPS). Cette identification n'exclut pas l'utilisation de cette bande de fréquences par toute application des services auxquels elle est attribuée à titre primaire avec égalité des droits et n'établit pas de priorité dans le Règlement des radiocommunications. Une telle utilisation de l'attribution au service fixe dans les bandes de fréquences 47,2-47,5 GHz et 47,9-48,2 GHz par les stations HAPS doit être conforme aux dispositions de la Résolution 122 (Rév.CMR-19). (CMR-19)","Identifiée pour les HAPS dans la bande 47,9-48,2 GHz. (Cf. no 5.552A du RR) Identifiée pour les IMT (Cf. no 5.553B du RR)."
"47,2-47,5",FIXE PAR SATELLITE (Terre vers espace),5.550C,"L'utilisation des bandes de fréquences 37,5-39,5 GHz (espace vers Terre), 39,5-42,5 GHz (espace vers Terre), 47,2-50,2 GHz (Terre vers espace) et 50,4-51,4 GHz (Terre vers espace) par des systèmes à satellites non géostationnaires du service fixe par satellite est assujettie à l'application des dispositions du numéro 9.12 pour la coordination avec d'autres systèmes à satellites non géostationnaires du service fixe par satellite, mais non avec les systèmes non géostationnaires d'autres services. Le projet de nouvelle Résolution 770 (CMR-19) s'applique également et le numéro 22.2 continue de s'appliquer. (CMR-19)",5.552A,"L'attribution au service fixe dans les bandes de fréquences 47,2-47,5 GHz et 47,9-48,2 GHz est identifiée en vue d'être utilisée par les stations placées sur des plates-formes à haute altitude (HAPS). Cette identification n'exclut pas l'utilisation de cette bande de fréquences par toute application des services auxquels elle est attribuée à titre primaire avec égalité des droits et n'établit pas de priorité dans le Règlement des radiocommunications. Une telle utilisation de l'attribution au service fixe dans les bandes de fréquences 47,2-47,5 GHz et 47,9-48,2 GHz par les stations HAPS doit être conforme aux dispositions de la Résolution 122 (Rév.CMR-19). (CMR-19)","Identifiée pour les HAPS dans la bande 47,9-48,2 GHz. (Cf. no 5.552A du RR) Identifiée pour les IMT (Cf. no 5.553B du RR)."
"47,2-47,5",FIXE PAR SATELLITE (Terre vers espace),5.552,"La partie du spectre attribuée dans les bandes 42,5-43,5 GHz et 47,2-50,2 GHz au service fixe par satellite pour des transmissions dans le sens Terre vers espace est plus large que celle attribuée dans la bande 37,5-39,5 GHz, aux émissions dans le sens espace vers Terre. Ceci permet de placer les liaisons de connexion pour les satellites de radiodiffusion. Les administrations sont instamment priées de prendre toutes les mesures pratiquement réalisables pour réserver la bande 47,2-49,2 GHz aux liaisons de connexion pour le service de radiodiffusion par satellite fonctionnant dans la bande 40,5-42,5 GHz.",,,"Identifiée pour les HAPS dans la bande 47,9-48,2 GHz. (Cf. no 5.552A du RR) Identifiée pour les IMT (Cf. no 5.553B du RR)."
