bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
"161,9875-162,0125",vers espace),,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",FIXE,,,5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",FIXE,,,5.228A,"Les bandes 161,9625-161,9875 MHz et 162,0125-162,0375 MHz peuvent être utilisées par des stations d'aéronef pour les opérations de recherche et de sauvetage et d'autres communications relatives à la sécurité. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",FIXE,,,5.228,"L'utilisation des bandes de fréquences 156,7625-156,7875 MHz et 156,8125-156,8375 MHz par le service mobile par satellite (Terre vers espace) est limitée à la réception des émissions du système d'identification automatique (AIS), diffusant un message AIS longue distance (Message 27, voir la version la plus récente de la Recommandation UITR M.1371). A l'exception des émissions AIS, les émissions dans ces bandes de fréquences provenant des systèmes fonctionnant dans le service mobile maritime pour les communications ne doivent pas dépasser 1 W. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",FIXE,,,B,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",FIXE,,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",MOBILE sauf mobile aéronautique,,,5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",MOBILE sauf mobile aéronautique,,,5.228A,"Les bandes 161,9625-161,9875 MHz et 162,0125-162,0375 MHz peuvent être utilisées par des stations d'aéronef pour les opérations de recherche et de sauvetage et d'autres communications relatives à la sécurité. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",MOBILE sauf mobile aéronautique,,,5.228,"L'utilisation des bandes de fréquences 156,7625-156,7875 MHz et 156,8125-156,8375 MHz par le service mobile par satellite (Terre vers espace) est limitée à la réception des émissions du système d'identification automatique (AIS), diffusant un message AIS longue distance (Message 27, voir la version la plus récente de la Recommandation UITR M.1371). A l'exception des émissions AIS, les émissions dans ces bandes de fréquences provenant des systèmes fonctionnant dans le service mobile maritime pour les communications ne doivent pas dépasser 1 W. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",MOBILE sauf mobile aéronautique,,,B,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",MOBILE sauf mobile aéronautique,,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",Mobile maritime par satellite (Terre,,,5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",Mobile maritime par satellite (Terre,,,5.228A,"Les bandes 161,9625-161,9875 MHz et 162,0125-162,0375 MHz peuvent être utilisées par des stations d'aéronef pour les opérations de recherche et de sauvetage et d'autres communications relatives à la sécurité. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",Mobile maritime par satellite (Terre,,,5.228,"L'utilisation des bandes de fréquences 156,7625-156,7875 MHz et 156,8125-156,8375 MHz par le service mobile par satellite (Terre vers espace) est limitée à la réception des émissions du système d'identification automatique (AIS), diffusant un message AIS longue distance (Message 27, voir la version la plus récente de la Recommandation UITR M.1371). A l'exception des émissions AIS, les émissions dans ces bandes de fréquences provenant des systèmes fonctionnant dans le service mobile maritime pour les communications ne doivent pas dépasser 1 W. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",Mobile maritime par satellite (Terre,,,B,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",Mobile maritime par satellite (Terre,,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",vers espace),5.228F,"L'utilisation des bandes 161,9625-161,9875 MHz et 162,0125-162,0375 MHz par le service mobile par satellite (Terre vers espace) est limitée à la réception des émissions du système d'identification automatique depuis des stations fonctionnant dans le service mobile maritime. (CMR12)",5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",vers espace),,,5.228A,"Les bandes 161,9625-161,9875 MHz et 162,0125-162,0375 MHz peuvent être utilisées par des stations d'aéronef pour les opérations de recherche et de sauvetage et d'autres communications relatives à la sécurité. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",vers espace),,,5.228,"L'utilisation des bandes de fréquences 156,7625-156,7875 MHz et 156,8125-156,8375 MHz par le service mobile par satellite (Terre vers espace) est limitée à la réception des émissions du système d'identification automatique (AIS), diffusant un message AIS longue distance (Message 27, voir la version la plus récente de la Recommandation UITR M.1371). A l'exception des émissions AIS, les émissions dans ces bandes de fréquences provenant des systèmes fonctionnant dans le service mobile maritime pour les communications ne doivent pas dépasser 1 W. (CMR12)","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",vers espace),,,B,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0125-162,0375",vers espace),,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0375-174",FIXE,,,5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0375-174",FIXE,,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0375-174",MOBILE sauf mobile aéronautique,,,5.226,"La fréquence 156,525 MHz est la fréquence internationale utilisée pour la détresse, la sécurité et l'appel par le service mobile maritime radiotéléphonique à ondes métriques utilisant l'appel sélectif numérique (ASN). Les conditions d'emploi de cette fréquence et de la bande 156,4875-156,5625 MHz sont fixées dans les Articles 31 et 52 et dans l'Appendice 18.","161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
"162,0375-174",MOBILE sauf mobile aéronautique,,,5.229,,"161,475-162,050 MHz : Utilisation pour le service mobile maritime conformément à l’Article 52 et à l'Appendice 18 du RR."
235-267,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808. Fréquence 243 MHz utilisée par les engins de sauvetage et par les dispositifs utilisés aux fins de sauvetage. Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
235-267,,5.199,,,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808. Fréquence 243 MHz utilisée par les engins de sauvetage et par les dispositifs utilisés aux fins de sauvetage. Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
235-267,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808. Fréquence 243 MHz utilisée par les engins de sauvetage et par les dispositifs utilisés aux fins de sauvetage. Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
235-267,,5.256,La fréquence 243 MHz est la fréquence à utiliser dans cette bande par les engins de sauvetage et par les dispositifs utilisés aux fins de sauvetage. (CMR-07),,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808. Fréquence 243 MHz utilisée par les engins de sauvetage et par les dispositifs utilisés aux fins de sauvetage. Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
267-272,FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
267-272,FIXE,,,5.257,La bande 267-272 MHz peut être utilisée par les administrations pour la télémesure spatiale dans leur pays à titre primaire sous réserve de l'accord obtenu au titre du numéro 9.21.,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
267-272,MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
267-272,MOBILE,,,5.257,La bande 267-272 MHz peut être utilisée par les administrations pour la télémesure spatiale dans leur pays à titre primaire sous réserve de l'accord obtenu au titre du numéro 9.21.,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
267-272,Exploitation spatiale (espace vers Terre),,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
267-272,Exploitation spatiale (espace vers Terre),,,5.257,La bande 267-272 MHz peut être utilisée par les administrations pour la télémesure spatiale dans leur pays à titre primaire sous réserve de l'accord obtenu au titre du numéro 9.21.,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
272-273,EXPLOITATION SPATIALE (espace vers Terre),,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
272-273,FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
272-273,MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
273-312,FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
273-312,MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
312-315,Mobile par satellite (Terre vers espace),5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
312-315,Mobile par satellite (Terre vers espace),5.255,"Les bandes 312-315 MHz (Terre vers espace) et 387-390 MHz (espace vers Terre) attribuées au service mobile par satellite peuvent, de plus, être utilisées par des systèmes à satellites non géostationnaires. Cette utilisation est subordonnée à la coordination au titre du numéro 9.11A.",,,Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
315-322,FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
315-322,MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",Systèmes PMR - Private Mobile Radio (230-322 MHz). Cf. Rec. UIT-R M.1808.
"322-328,6",FIXE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
"322-328,6",MOBILE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
"322-328,6",RADIOASTRONOMIE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
"328,6-335,4",RADIONAVIGATION AÉRONAUTIQUE,5.258,"L'utilisation de la bande 328,6-335,4 MHz par le service de radionavigation aéronautique est limitée aux systèmes d'atterrissage aux instruments (alignement de descente).",,,Systèmes ILS/ Radioalignement de descente [Glide path]
"335,4-387",FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)","Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
"335,4-387",MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)","Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
387-390,Mobile par satellite (espace vers Terre),5.208A,"En assignant des fréquences aux stations spatiales du service mobile par satellite dans les bandes de fréquences 137-138 MHz, 387-390 MHz, 400,15-401 MHz et du service mobile maritime par satellite (espace vers Terre) dans les bandes de fréquences 157,1875-157,3375 MHz et 161,7875-161,9375 MHz, les administrations doivent prendre toutes les mesures pratiquement réalisables pour protéger le service de radioastronomie dans les bandes de fréquences 150,05-153 MHz, 322-328,6 MHz, 406,1-410 MHz et 608-614 MHz contre les brouillages préjudiciables dus à des rayonnements non désirés, comme indiqué dans la version la plus récente de la Recommandation UIT-R RA.769. (CMR-19)",,,"Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
387-390,Mobile par satellite (espace vers Terre),5.208B,* Dans les bandes de fréquences:,,,"Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
387-390,Mobile par satellite (espace vers Terre),5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)",,,"Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
387-390,Mobile par satellite (espace vers Terre),5.255,"Les bandes 312-315 MHz (Terre vers espace) et 387-390 MHz (espace vers Terre) attribuées au service mobile par satellite peuvent, de plus, être utilisées par des systèmes à satellites non géostationnaires. Cette utilisation est subordonnée à la coordination au titre du numéro 9.11A.",,,"Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
"390-399,9",FIXE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)","Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
"390-399,9",MOBILE,,,5.254,"Les bandes 235-322 MHz et 335,4-399,9 MHz peuvent être utilisées par le service mobile par satellite, sous réserve de l'accord obtenu au titre du numéro 9.21 et sous réserve que les stations de ce service ne causent pas de brouillage préjudiciable aux stations des autres services existants ou en projet et fonctionnant conformément au Tableau d'attribution des bandes de fréquences, sauf en ce qui concerne l'attribution additionnelle faisant l'objet du numéro 5.256A. (CMR-03)","Systèmes PMR - Private Mobile Radio (335,4-399,9 MHz). Cf. Rec. UIT-R M.1808."
"399,9-400,05",MOBILE PAR SATELLITE (Terre vers espace),5.209,"L'utilisation des bandes 137-138 MHz, 148-150,05 MHz, 399,9-400,05 MHz, 400,15-401 MHz, 454-456 MHz et 459-460 MHz par le service mobile par satellite est limitée aux systèmes à satellites non géostationnaires. (CMR-97)",,,
"399,9-400,05",MOBILE PAR SATELLITE (Terre vers espace),5.220,"L'utilisation des bandes de fréquences 149,9-150,05 MHz et 399,9-400,05 MHz par le service mobile par satellite est subordonnée à la coordination au titre du numéro 9.11A. (CMR-15).",,,
"399,9-400,05",MOBILE PAR SATELLITE (Terre vers espace),5.260A,"Dans la bande de fréquences 399,9-400,05 MHz, la p.i.r.e. maximale de toute émission des stations terriennes du service mobile par satellite ne doit pas dépasser 5 dBW dans une bande quelconque large de 4 kHz et la p.i.r.e. maximale de chaque station terrienne du service mobile par satellite ne doit pas dépasser 5 dBW dans la totalité de la bande de fréquences 399,9-400,05 MHz. Jusqu'au 22 novembre 2022, cette limite ne s'applique pas aux systèmes à satellites pour lesquels les renseignements complets de notification ont été reçus par le Bureau des radiocommunications avant le 22 novembre 2019 et qui ont été mis en service avant cette date. Après le 22 novembre 2022, ces limites s'appliqueront à tous les systèmes du service mobile par satellite fonctionnant dans cette bande de fréquences.",,,
"399,9-400,05",MOBILE PAR SATELLITE (Terre vers espace),5.260B,"Dans la bande de fréquences 400,02-400,05 MHz, les dispositions du numéro 5.260A ne s'appliquent pas aux liaisons montantes de télécommande du service mobile par satellite. (CMR-19)",,,
"400,05-400,15",FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES PAR SATELLITE (,,,5.261,"Les émissions doivent être limitées à une bande de ± 25 kHz de part et d'autre de la fréquence étalon 400,1 MHz.",Application de l’Article 26 du RR.
"400,15-401",MOBILE PAR SATELLITE (espace vers Terre),5.208A,"En assignant des fréquences aux stations spatiales du service mobile par satellite dans les bandes de fréquences 137-138 MHz, 387-390 MHz, 400,15-401 MHz et du service mobile maritime par satellite (espace vers Terre) dans les bandes de fréquences 157,1875-157,3375 MHz et 161,7875-161,9375 MHz, les administrations doivent prendre toutes les mesures pratiquement réalisables pour protéger le service de radioastronomie dans les bandes de fréquences 150,05-153 MHz, 322-328,6 MHz, 406,1-410 MHz et 608-614 MHz contre les brouillages préjudiciables dus à des rayonnements non désirés, comme indiqué dans la version la plus récente de la Recommandation UIT-R RA.769. (CMR-19)",,,
"400,15-401",MOBILE PAR SATELLITE (espace vers Terre),5.208B,* Dans les bandes de fréquences:,,,
"400,15-401",MOBILE PAR SATELLITE (espace vers Terre),5.209,"L'utilisation des bandes 137-138 MHz, 148-150,05 MHz, 399,9-400,05 MHz, 400,15-401 MHz, 454-456 MHz et 459-460 MHz par le service mobile par satellite est limitée aux systèmes à satellites non géostationnaires. (CMR-97)",,,
"400,15-401",RECHERCHE SPATIALE (espace vers Terre),5.263,"La bande 400,15-401 MHz est, de plus, attribuée au service de recherche spatiale dans le sens espace-espace pour les communications avec les engins spatiaux habités. Dans cette application, le service de recherche spatiale ne sera pas considéré comme un service de sécurité.",,,
"400,15-401",Exploitation spatiale (espace vers Terre),5.264,"L'utilisation de la bande 400,15-401 MHz par le service mobile par satellite est subordonnée à la coordination au titre du numéro 9.11A. La limite de puissance surfacique indiquée dans l'Annexe 1 à l'Appendice 5 s'appliquera jusqu'à ce qu'une conférence mondiale des radiocommunications compétente la révise. 5.265 Non utilisé.",,,
401-402,AUXILIAIRES DE LA MÉTÉOROLOGIE,,,5.264A,"Dans la bande de fréquences 401-403 MHz, la p.i.r.e. maximale de toute émission de chaque station terrienne du service de météorologie par satellite et du service d'exploration de la Terre par satellite ne doit pas dépasser 22 dBW dans une bande quelconque large de 4 kHz pour les systèmes à satellites géostationnaires et les systèmes à satellites non géostationnaires dont l'orbite présente un apogée supérieur ou égal à 35 786 km.",
401-402,AUXILIAIRES DE LA MÉTÉOROLOGIE,,,5.264B,"Les systèmes à satellites non géostationnaires du service de météorologie par satellite et du service d'exploration de la Terre par satellite pour lesquels les renseignements complets de notification ont été reçus par le Bureau des radiocommunications avant le 28 avril 2007 ne sont pas assujettis aux dispositions du numéro 5.264A et peuvent continuer de fonctionner dans la bande de fréquences 401,898-402,522 MHz à titre primaire sans dépasser un niveau de p.i.r.e. maximal de 12 dBW. (CMR-19)",
401-402,EXPLOITATION SPATIALE (espace vers Terre),,,5.264A,"Dans la bande de fréquences 401-403 MHz, la p.i.r.e. maximale de toute émission de chaque station terrienne du service de météorologie par satellite et du service d'exploration de la Terre par satellite ne doit pas dépasser 22 dBW dans une bande quelconque large de 4 kHz pour les systèmes à satellites géostationnaires et les systèmes à satellites non géostationnaires dont l'orbite présente un apogée supérieur ou égal à 35 786 km.",
401-402,EXPLOITATION SPATIALE (espace vers Terre),,,5.264B,"Les systèmes à satellites non géostationnaires du service de météorologie par satellite et du service d'exploration de la Terre par satellite pour lesquels les renseignements complets de notification ont été reçus par le Bureau des radiocommunications avant le 28 avril 2007 ne sont pas assujettis aux dispositions du numéro 5.264A et peuvent continuer de fonctionner dans la bande de fréquences 401,898-402,522 MHz à titre primaire sans dépasser un niveau de p.i.r.e. maximal de 12 dBW. (CMR-19)",
